id,judul_berita,deskripsi_kejadian,lokasi_kejadian,waktu_kejadian,kategori_kejahatan,label_urgensi,sumber,url,scraped_at
176,Pria di Sulsel Dibunuh-Dimutilasi Anak Kandungnya gegara Sakit Hati,"Pria di Bulukumba, Sulawesi Selatan (Sulsel) berinisial SS (35) tega membunuh dan memutilasi tubuh ayah kandungnya, Idris (61). Aksi keji tersebut dilakukan karena pelaku sakit hati kepada korban yang tak mau mengakuinya sebagai anak. Dilansir detikSulsel, peristiwa ini terjadi di gubuk penampungan rumput laut milik korban di Kelurahan Mariorennu, Kecamatan Gantarang, Minggu (29/3/2026) dini hari. Korban ditemukan dalam kondisi mengenaskan. ""Pelaku dalam kasus ini berjumlah dua orang, yakni ML (72) dan SS (35). SS merupakan anak kandung korban, sementara ML adalah tetangga korban. Keduanya tinggal di alamat yang berdekatan dengan korban,"" kata Kapolres Bulukumba AKBP Restu Wijayanto saat konferensi pers di Mapolres Bulukumba, Rabu (1/4). Dia menyebut korban pertama kali ditemukan oleh anaknya yang lain pada Senin (30/3) pagi. Korban sebelumnya sempat dilaporkan tidak pulang selama tiga hari. Satreskrim Polres Bulukumba bersama Polsek Gantarang kemudian mendatangi tempat kejadian perkara (TKP) dan mengevakuasi korban ke rumah sakit untuk dilakukan autopsi. Aparat juga memeriksa empat orang saksi yakni MF, BC, SS dan ML pada Selasa (31/3). ""Tim penyidik berhasil mengungkap kasus ini dan menetapkan kedua pelaku sebagai tersangka pada hari yang sama,"" tuturnya.",Mariorennu,"Kamis, 02 Apr 2026 12:00",Pembunuhan,Tinggi,detik.com,https://www.detik.com/sumbagsel/hukum-dan-kriminal/d-8426132/pria-di-sulsel-dibunuh-dimutilasi-anak-kandungnya-gegara-sakit-hati,2026-04-28 13:28:22
177,Kronologi Ayah di Bulukumba Dimutilasi Anak Kandung Saat Tidur Tengah Malam,"Pria bernama Idris (61) di Kabupaten Bulukumba, Sulawesi Selatan (Sulsel), tewas mengenaskan akibat digorok dan dimutilasi oleh anak kandungnya, S (35). Pelaku menghabisi nyawa korban saat tidur tengah malam. SS yang dibantu oleh tetangganya, ML awalnya mendatangi gubuk penampungan rumput laut di pesisir Kecamatan Gantarang, Senin (30/3) sekitar pukul 23.00 Wita. Saat itu, korban tengah tertidur pulas di dalam gubuk tersebut. ""Pelaku mendatangi gubuk tempat korban beristirahat. Saat korban tertidur, ML menggorok leher korban menggunakan parang, sementara SS menusuk perut korban,"" ujar Kapolres Bulukumba AKBP Restu Wijayanto kepada detikSulsel, Kamis (2/4/2026). Saat korban telah kehilangan nyawa, pelaku melakukan aksi sadis lanjutan. Dia tega memutilasi sejumlah bagian tubuh korban dan menyimpannya ke dalam jeriken. ""SS menusuk perut korban, memotong usus, dan mengeluarkannya dari dalam perut korban. Usus tersebut kemudian dimasukkan ke dalam jeriken yang berada di dekat jasad korban,"" ujarnya.",Bulukumba,"Kamis, 02 Apr 2026 11:40",Pembunuhan,Tinggi,detik.com,https://www.detik.com/sulsel/hukum-dan-kriminal/d-8426370/kronologi-ayah-di-bulukumba-dimutilasi-anak-kandung-saat-tidur-tengah-malam,2026-04-28 13:28:25
178,Kabar Terkini Kasus Pria Dimutilasi Ternyata Berawal Tolak Ajakan Nyuri,"Fakta baru terungkap dalam kasuspembunuhan dan mutilasipria inisial AH (39) yang jasadnya ditemukan dalamfreezerdi kawasan Serang Baru, Kabupaten Bekasi. Korban dibunuh keji oleh dua rekan kerjanya karena menolak ajakan mencuri. Dirangkumdetikcom, Kamis (2/4/2026), penemuan jasad ini berawal saat pemilik kios ayam geprek menemukan bau menyengat darifreezermiliknya. Si bos kaget saat mengecek ternyatafreezertersebut menyimpan jasad AH, yang ternyata anak buahnya sendiri. Tim Subdit Jatanras Ditreskrimum Polda Metro Jaya kemudian menangkap dua orang eksekutor, S dan DHS, yang juga rekan kerja korban. Dari pemeriksaan keduanya terungkapmotif di balik pembunuhan kejitersebut. Pembunuhan ini diawali niat tersangka S dan DHS untuk mencuri mobil milik bos ayam geprek. Kedua tersangka mengajak korban untuk melakukan pemufakatan jahat, tapi korban menolaknya. Hingga akhirnya keduanya membunuh korban, lalu mencuri motor dan ponsel korban. Barang-barang korban kemudian dijual ke penadah yang kemudian turut diamankan dalam kasus tersebut.",Metro Jaya kemudian,"Kamis, 02 Apr 2026 07:40",Pembunuhan,Tinggi,detik.com,https://news.detik.com/berita/d-8425969/kabar-terkini-kasus-pria-dimutilasi-ternyata-berawal-tolak-ajakan-nyuri,2026-04-28 13:28:30
179,Pria di Sulsel Tega Mutilasi Ayah Kandung gegara Tak Diakui Sebagai Anak,"Pria lansia bernama Idris (61) tewas dibunuh hingga tubuhnyadimutilasioleh anak kandungnya berinisial SS (35) dan tetangganya, ML (72) di Kabupaten Bulukumba, Sulawesi Selatan (Sulsel). Pelaku diduga sakit hati karena tidak diakui sebagai anak kandung. Insiden tersebut terjadi di gubuk penampungan rumput laut milik korban di Kelurahan Mariorennu, Kecamatan Gantarang, Minggu (29/3/2026) dini hari. Korban ditemukan tewas mengenaskan. ""Pelaku dalam kasus ini berjumlah dua orang, yakni ML (72) dan SS (35). SS merupakan anak kandung korban, sementara ML adalah tetangga korban. Keduanya tinggal di alamat yang berdekatan dengan korban,"" kata Kapolres Bulukumba AKBP Restu Wijayanto saat konferensi pers di Mapolres Bulukumba, dilansirdetikSulsel, Rabu (1/4). Restu mengatakan korban pertama kali ditemukan oleh anaknya yang lain pada Senin (30/3) pagi. Korban sebelumnya sempat dilaporkan tidak pulang selama tiga hari. Satreskrim Polres Bulukumba bersama Polsek Gantarang kemudian mendatangi tempat kejadian perkara (TKP) dan mengevakuasi korban ke rumah sakit untuk dilakukan autopsi. Aparat juga memeriksa empat orang saksi yakni MF, BC, SS dan ML pada Selasa (31/3).",Bulukumba,"Kamis, 02 Apr 2026 02:10",Pembunuhan,Tinggi,detik.com,https://news.detik.com/berita/d-8425908/pria-di-sulsel-tega-mutilasi-ayah-kandung-gegara-tak-diakui-sebagai-anak,2026-04-28 13:28:34
180,"Anak Tega Mutilasi Ayahnya di Sulsel, Dibantu Tetangga Lansia","SS (35) tega membunuh lalu memutilasi ayah kandungnya sendiri Idris (61) di Kabupaten Bulukumba, Sulawesi Selatan (Sulsel). Ironisnya, ia dibantu oleh seorang lansia yang merupakan tetangganya, ML yang berusia 72 tahun. Dikutip daridetikSulsel,insiden tersebut terjadi di gubuk penampungan rumput laut milik korban di Kelurahan Mariorennu, Kecamatan Gantarang, Minggu (29/3/2026) dini hari. Korban ditemukan tewas mengenaskan. ""Pelaku dalam kasus ini berjumlah dua orang, yakni ML (72) dan SS (35). SS merupakan anak kandung korban, sementara ML adalah tetangga korban. Keduanya tinggal di alamat yang berdekatan dengan korban,"" kata Kapolres Bulukumba AKBP Restu Wijayanto saat konferensi pers di Mapolres Bulukumba, Rabu (1/4). Restu mengatakan korban pertama kali ditemukan oleh anaknya yang lain pada Senin (30/3) pagi. Korban sebelumnya sempat dilaporkan tidak pulang selama tiga hari. Satreskrim Polres Bulukumba bersama Polsek Gantarang kemudian mendatangi tempat kejadian perkara (TKP) dan mengevakuasi korban ke rumah sakit untuk dilakukan autopsi. Aparat juga memeriksa empat orang saksi yakni MF, BC, SS dan ML pada Selasa (31/3). ""Tim penyidik berhasil mengungkap kasus ini dan menetapkan kedua pelaku sebagai tersangka pada hari yang sama,"" tuturnya.",Bulukumba,"Kamis, 02 Apr 2026 00:38",Pembunuhan,Tinggi,detik.com,https://www.detik.com/jabar/hukum-dan-kriminal/d-8425898/anak-tega-mutilasi-ayahnya-di-sulsel-dibantu-tetangga-lansia,2026-04-28 13:28:37
181,Pria di Bulukumba Bunuh-Mutilasi Ayah Kandung gegara Tak Diakui Sebagai Anak,"Pria lanjut usia (lansia) bernama Idris (61) tewas dibunuh hingga tubuhnya dimutilasi oleh anak kandungnya berinisial SS (35) dan tetangganya, ML (72) di KabupatenBulukumba, Sulawesi Selatan (Sulsel). Pelaku diduga sakit hati karena tidak diakui sebagai anak kandung. Insiden tersebut terjadi di gubuk penampungan rumput laut milik korban di Kelurahan Mariorennu, Kecamatan Gantarang, Minggu (29/3/2026) dini hari. Korban ditemukan tewas mengenaskan. ""Pelaku dalam kasus ini berjumlah dua orang, yakni ML (72) dan SS (35). SS merupakan anak kandung korban, sementara ML adalah tetangga korban. Keduanya tinggal di alamat yang berdekatan dengan korban,"" kata Kapolres Bulukumba AKBP Restu Wijayanto saat konferensi pers di Mapolres Bulukumba, Rabu (1/4). Restu mengatakan korban pertama kali ditemukan oleh anaknya yang lain pada Senin (30/3) pagi. Korban sebelumnya sempat dilaporkan tidak pulang selama tiga hari. Satreskrim Polres Bulukumba bersama Polsek Gantarang kemudian mendatangi tempat kejadian perkara (TKP) dan mengevakuasi korban ke rumah sakit untuk dilakukan autopsi. Aparat juga memeriksa empat orang saksi yakni MF, BC, SS dan ML pada Selasa (31/3). ""Tim penyidik berhasil mengungkap kasus ini dan menetapkan kedua pelaku sebagai tersangka pada hari yang sama,"" tuturnya.",Mariorennu,"Rabu, 01 Apr 2026 20:47",Pembunuhan,Tinggi,detik.com,https://www.detik.com/sulsel/hukum-dan-kriminal/d-8425762/pria-di-bulukumba-bunuh-mutilasi-ayah-kandung-gegara-tak-diakui-sebagai-anak,2026-04-28 13:28:41
182,"Kronologi Pria di Bekasi Dimutilasi Rekan Kerja, Diawali Ajakan Mencuri","Seorangpria berinisial AH (39) ditemukan dalam kondisi tidak bernyawadi sebuah kios ayam geprek di kawasan Serang Baru, Kabupaten Bekasi. Jasad korban ditemukan dalam kondisi termutilasi, membeku di dalam lemari pendingin(freezer)di kios tersebut. Jenazah korban ditemukan oleh pemilik kios yang baru pulang mudik dari kampung halamannya pada Minggu (29/3). Pemilik mengetahui adanya jasad korban di dalamfreezersetelah mencium bau busuk di dalam kios. Tim Subdit Jatanras Ditreskrimum Polda Metro Jaya bergerak cepat menyelidiki kasus ini. Saat ini dua pelaku yang merupakan eksekutor dan satu orang penadah telah ditangkap. Dirkrimum Polda Metro Jaya Kombes Iman Imanudin mengungkapkan awalnya dua pelaku, S dan DS alias DNS,mengajak korban AH mencuri mobilmilik majikan atau pemilik kios ayam geprek. Namun pengamanan yang cukup ketat akhirnya membuat kedua pelaku berubah pikiran hingga menyasar motor korban. ""Mereka sama-sama karyawan di sana. Kemudian yang satu, yang korban itu diajak untuk melakukan kejahatan, tapi menolak. Sehingga yang dua orang ini membunuh si korban tersebut,"" kata Dirkrimum Polda Metro Jaya Kombes Iman Imanuddin kepada wartawan di gedung DPR, Jakarta Pusat, Selasa (31/3).",Bekasi,"Rabu, 01 Apr 2026 14:22",Pembunuhan,Tinggi,detik.com,https://news.detik.com/berita/d-8425043/kronologi-pria-di-bekasi-dimutilasi-rekan-kerja-diawali-ajakan-mencuri,2026-04-28 13:28:45
183,"Pemutilasi di Bekasi Rampas Harta: HP Dijual Via COD, Motor Dilego Murah","Polisi mengungkap pria berinisial S dan DS, pelaku pembunuhan rekan kerjanya, AH (39), yangjasadnya ditemukan dalamfreezerdi kios ayam geprek di Serang Baru, Kabupaten Bekasi, mencuri barang korban. Pelaku menjual ponsel korban secara COD. ""Para pelaku telah menjual telepon genggam dan kendaraan milik korban. Telepon genggam korban dijual pada 22 Maret 2026 kepada tersangka penadah berinisial A secara COD melalui Facebook seharga Rp 450 ribu tunai,"" kata Kasubbid Penmas Polda Metro Jaya Kompol Andaru Rahutomo saat dihubungi wartawan, Rabu (1/4/2026). Selain itu, para pelaku diketahui mencuri dua sepeda motor setelah membunuh korban. Motor hasil curian itu, kata Andaru, dijual murah oleh pelaku. ""Selanjutnya, motor Vario dijual pada 23 Maret 2026 sore hari seharga Rp 2.300.000 tunai, dan motor Beat dijual pada malam harinya seharga Rp 1.850.000 melalui transfer ke akun DANA milik tersangka,"" jelasnya. Setelah menangkap dua pelaku pembunuhan, polisi melakukan pengembangan dan berhasilmengamankan ANC sebagai penadah. Saat ini pelaku dan barang bukti sudah diamankan di Mapolda Metro Jaya. Polisi mengungkap rencana jahat dua orang pria pembunuh dan pemutilasi AH (39) yang jasadnya ditemukan dalamfreezerdi kios ayam geprek di Serang Baru, Kabupaten Bekasi. Kedua pelaku awalnya mengajak korbanâyang juga rekan kerjanyaâuntuk mencuri tetapi ditolak oleh korban.",Bekasi,"Rabu, 01 Apr 2026 09:36",Pembunuhan,Tinggi,detik.com,https://news.detik.com/berita/d-8424392/pemutilasi-di-bekasi-rampas-harta-hp-dijual-via-cod-motor-dilego-murah,2026-04-28 13:28:53
184,"Keji Pemutilasi Pria di Bekasi, Kaki-Tangan Korban Dibuang Terpisah 2 Km","Polisi mengungkap ulah keji pria inisial S dan DS pelaku pembunuhan rekan kerjanya, AH (39) yang jasadnya ditemukan dalam freezer di kios ayam geprek di Serang Baru,Kabupaten Bekasi. Setelah memutilasi korban, pelaku membuang kaki dan tangan korban di dua lokasi berbeda di Kabupaten Bogor. ""Beberapa potongan tubuh korban dibuang di sejumlah lokasi dan ditemukan di dua titik berbeda di wilayah Kabupaten Bogor,"" kata Kasubbid Penmas Polda Metro Jaya, Kompol Andaru Rahutomo, saat dihubungi wartawan, Rabu (1/4/2026). Tangan kanan, tangan kiri, kaki kanan, dan kaki kiri di kebun bambu di pinggir Jalan Gunung Batu Puncak 2, Desa Selawangi, Kecamatan Cariu pada Minggu (29/3) pukul 18.00 WIB. Potongan tubuh korban itu ditemukan dalam bungkusan plastik berwarna merah. ""Selanjutnya, pada pukul 19.00 WIB, di lokasi yang sama ditemukan tas berwarna abu-abu berisi satu potongan paha bagian atas,"" jelasnya. Sementara itu, potongan paha lainnya ditemukan di tumpukan sampah di Jalan Sawangi Cariu, Kecamatan Tanjungsari, Kabupaten Bogor. Lokasi ini berjarak 2 Km dari penemuan potongan tubuh lainnya.",Metro Jaya,"Rabu, 01 Apr 2026 07:51",Pembunuhan,Tinggi,detik.com,https://news.detik.com/berita/d-8424281/keji-pemutilasi-pria-di-bekasi-kaki-tangan-korban-dibuang-terpisah-2-km,2026-04-28 13:28:58
185,Perkara Harta Bikin Pemutilasi Pria dalam Freezer Gelap Mata,"Motif pembunuhan dan mutilasi pria AH (39) yang jasadnya ditemukan dalam freezer di kios ayam geprek di Serang Baru,Kabupaten Bekasiakhirnya terungkap. Kedua pelaku, inisial S dan DS membunuh korban karena ingin menguasai harta milik korban. ""Untuk motifnya ekonomi. Kedua pelaku ingin menguasai motor dan HP korban serta ingin menguasai kendaraan operasional tempat kerjanya,"" kata Kabid Humas Polda Metro Jaya Kombes Budi Hermanto dalam keterangannya kepada wartawan, Selasa (31/3/2026). Budi Hermanto mengatakan saat ini penyidik juga telah mengamankan satu orang pelaku lainnya yang diduga menadah hasil kejahatan kedua pelaku. ""Penyidik juga sudah mengamankan penadah hasil penerima barang yang diambil dan dijual,"" imbuhnya.",Bekasiakhirnya terungkap,"Rabu, 01 Apr 2026 06:35",Pembunuhan,Tinggi,detik.com,https://news.detik.com/berita/d-8424238/perkara-harta-bikin-pemutilasi-pria-dalam-freezer-gelap-mata,2026-04-28 13:29:02
186,Polisi Ungkap Rencana Awal Pelaku Mutilasi di Bekasi,"Fakta baru terungkap dalam kasus pembunuhan disertai mutilasi di kios ayam geprek di Bekasi. Sebelum dimutilasi, korban ternyata sempat diajak dua pelaku untuk mencuri. MelansirdetikNews, hal itu diungkapkan Direktur Reserse Kriminal Umum Polda Metro Jaya Kombes Iman Imanuddin. Menurut Iman, ajakan kedua pelaku yakni S dan DS tersebut ditolak korban AH (39). ""Mereka sama-sama karyawan di sana. Kemudian yang satu, yang korban itu diajak untuk melakukan kejahatan, tapi menolak. Sehingga yang dua orang ini membunuh si korban tersebut,"" ujar Iman kepada wartawan di Gedung DPR, Jakarta Pusat, Selasa (31/3/2026). Iman menjelaskan, awalnya kedua pelaku berencana mencuri mobil milik pemilik kios ayam geprek tempat mereka bekerja. Namun, rencana tersebut urung dilakukan karena sistem pengamanan dinilai cukup ketat. ""Awalnya yang mau diambil itu adalah mobil. Tapi karena ada pengamanan yang cukup lumayan ketat sehingga yang rencananya awalnya mobil, bergeser ke motor,"" jelasnya.",,"Selasa, 31 Mar 2026 18:19",Pembunuhan,Tinggi,detik.com,https://www.detik.com/jabar/hukum-dan-kriminal/d-8423819/polisi-ungkap-rencana-awal-pelaku-mutilasi-di-bekasi,2026-04-28 13:29:05
187,Emoh Diajak Nyuri Berujung Tewas Dimutilasi Dalam Freezer di Bekasi,"Mayat pria berinisial AH (39) ditemukan termutilasi dalam freezer kios ayam geprek di Kecamatan Serang Baru, Bekasi. Ternyata korban dibunuh oleh dua rekan kerjanya gegara menolak saat diajak mencuri mobil milik majikan atau pemilik kios ayam geprek tersebut. DilansirdetikNews, mayat AH ditemukan oleh pemilik kios ayam geprek pada Sabtu (28/3) lalu oleh pemilik kios yang baru pulang mudik dari Cilacap. Kedua pelaku telah ditangkap Tim Subdit Jatanras Ditreskrimum Polda Metro Jaya di tempat persembunyiannya di Majalengka, Jawa Barat, pada Minggu (29/3). Polisi pun mengungkap rencana jahat dua orang pria yang membunuh dan memutilasi AH. ""Mereka sama-sama karyawan di sana. Kemudian yang satu, yang korban itu diajak untuk melakukan kejahatan, tapi menolak. Sehingga yang dua orang ini membunuh si korban tersebut,"" kata Dirkrimum Polda Metro Jaya Kombes Iman Imanuddin kepada wartawan di Gedung DPR, Jakarta Pusat, Selasa (31/3/2026).",Serang Baru,"Selasa, 31 Mar 2026 17:50",Pembunuhan,Tinggi,detik.com,https://www.detik.com/jogja/berita/d-8423752/emoh-diajak-nyuri-berujung-tewas-dimutilasi-dalam-freezer-di-bekasi,2026-04-28 13:29:09
188,"Terungkap Niat Awal Pemutilasi di Bekasi Ajak Korban Mencuri, tapi Ditolak","Polisi mengungkap rencana jahat dua orang priapembunuh dan pemutilasi AH (39)yang jasadnya ditemukan dalamfreezerdi kios ayam geprek di Serang Baru, Kabupaten Bekasi. Kedua pelaku awalnya mengajak korban--yang juga rekan kerjanya--untuk mencuri tetapi ditolak oleh korban. ""Mereka sama-sama karyawan di sana. Kemudian yang satu, yang korban itu diajak untuk melakukan kejahatan, tapi menolak. Sehingga yang dua orang ini membunuh si korban tersebut,"" kata Dirkrimum Polda Metro Jaya Kombes Iman Imanuddin kepada wartawan di gedung DPR, Jakarta Pusat, Selasa (31/3/2026). Iman mengungkapkan awalnya dua pelaku, S dan DS alias DNS, mengajak korban AH untukmencuri mobil milik majikanatau pemilik kios ayam geprek. Namun, pengamanan yang cukup ketat akhirnya membuat kedua pelaku berubah pikiran hingga menyasar motor korban. ""Awalnya yang mau diambil itu adalah mobil. Tapi karena ada pengamanan yang cukup lumayan ketat sehingga yang rencananya awalnya mobil, bergeser ke motor,"" jelasnya. Nah, kedua pelaku ini lalu mengajak korban AH bersepakat melakukan kejahatan. Akan tetapi, korban tetap menolak ajakan tersebut hingga kemudian dihabisi nyawanya. ""Namun, tetap si korban tetap tidak mau mengikuti kemauan para tersangka. Akhirnya si tersangka membunuh korban tersebut,"" imbuhnya.",Bekasi,"Selasa, 31 Mar 2026 17:12",Pembunuhan,Tinggi,detik.com,https://news.detik.com/berita/d-8423675/terungkap-niat-awal-pemutilasi-di-bekasi-ajak-korban-mencuri-tapi-ditolak,2026-04-28 13:29:12
189,Potongan Tubuh Pria Dimutilasi dalam Freezer di Bekasi Dibuang Pelaku ke Bogor,"Polisi menangkap pria inisial S dan DS terkait pembunuhan danmutilasipria yang jasadnya ditemukan dalamfreezerdi kios ayam geprek di Serang Baru, Kabupaten Bekasi. Kedua pelaku membuang potongan tubuh korban di beberapa lokasi sebelum melarikan diri ke Majalengka. ""Pada 27 Maret 2026, pelaku membuang potongan tubuh korban di beberapa lokasi di Kabupaten Bogor sebelum melarikan diri ke Majalengka,"" kata Kasubbid Penmas Polda Metro Jaya, Kompol Andaru Rahutomo, saat dihubungi wartawan, Selasa (31/3/2026). Pelaku membuang potongan tubuh korban di beberapa lokasi di Bogor sebelum melarikan diri ke Majalengka. Namun kedua pelaku diamankan dan dibawa ke Subdit Jatanras Polda Metro Jaya untuk proses lebih lanjut. Kabid Humas Polda Metro Jaya Kombes Budi Hermanto mengatakan kedua pelaku membunuh korban karena motif ekonomi. Mereka ingin menguasai harta milik korban. ""Untuk motifnya ekonomi. Kedua pelaku ingin menguasai motor dan HP korban serta ingin menguasai kendaraan operasional tempat kerjanya,"" kata Budi Hermanto dalam keterangannya kepada wartawan.",Metro Jaya,"Selasa, 31 Mar 2026 17:06",Pembunuhan,Tinggi,detik.com,https://news.detik.com/berita/d-8423663/potongan-tubuh-pria-dimutilasi-dalam-freezer-di-bekasi-dibuang-pelaku-ke-bogor,2026-04-28 13:29:15
190,Motif di Balik Aksi Pegawai Ayam Geprek Bekasi Mutilasi Rekan Kerja,"Kasus pembunuhan disertai mutilasi terhadap seorang pria yang jasadnya ditemukan di dalam freezer sebuah kios ayam geprek di Serang Baru, Kabupaten Bekasi, mulai menemui titik terang. Polisi mengungkap motif pelaku yang didasari faktor ekonomi. MelansirdetikNews, Kabid Humas Polda Metro Jaya, Budi Hermanto, menyatakan bahwa dua pelaku berinisial S dan DS alias ANS, yang merupakan rekan kerja korban, nekat menghabisi nyawa korban AH (39) untuk menguasai harta miliknya. ""Untuk motifnya ekonomi. Kedua pelaku ingin menguasai motor dan HP korban serta ingin menguasai kendaraan operasional tempat kerjanya,"" ujar Budi Hermanto dalam keterangannya kepada wartawan, Selasa (31/3/2026). Selain menangkap pelaku utama, polisi juga mengamankan satu orang lainnya yang diduga berperan sebagai penadah barang hasil kejahatan. ""Penyidik juga sudah mengamankan penadah hasil penerima barang yang diambil dan dijual,"" tambahnya.",Metro Jaya,"Selasa, 31 Mar 2026 14:58",Pembunuhan,Tinggi,detik.com,https://www.detik.com/jabar/hukum-dan-kriminal/d-8423336/motif-di-balik-aksi-pegawai-ayam-geprek-bekasi-mutilasi-rekan-kerja,2026-04-28 13:29:18
